type,typeCode,title
subcategory,G40.8,"Other epilepsy"
subcategory,G40.9,"Epilepsy, unspecified"
subcategory,G41.0,"Grand mal status epilepticus"
subcategory,G41.1,"Petit mal status epilepticus"
subcategory,G41.2,"Complex partial status epilepticus"
subcategory,G41.8,"Other status epilepticus"
subcategory,G41.9,"Status epilepticus, unspecified"
subcategory,G43.0,"Migraine without aura [common migraine]"
subcategory,G43.1,"Migraine with aura [classical migraine]"
subcategory,G43.2,"Status migrainosus"
subcategory,G43.3,"Complicated migraine"
subcategory,G43.8,"Other migraine"
subcategory,G43.9,"Migraine, unspecified"
subcategory,G44.0,"Cluster headache syndrome"
subcategory,G44.1,"Vascular headache, not elsewhere classified"
subcategory,G44.2,"Tension-type headache"
subcategory,G44.3,"Chronic post-traumatic headache"
subcategory,G44.4,"Drug-induced headache, not elsewhere classified"
subcategory,G44.8,"Other specified headache syndromes"
subcategory,G45.0,"Vertebro-basilar artery syndrome"
subcategory,G45.1,"Carotid artery syndrome (hemispheric)"
subcategory,G45.2,"Multiple and bilateral precerebral artery syndromes"
subcategory,G45.3,"Amaurosis fugax"
subcategory,G45.4,"Transient global amnesia"
subcategory,G45.8,"Other transient cerebral ischaemic attacks and related syndromes"
subcategory,G45.9,"Transient cerebral ischaemic attack, unspecified"
subcategory,G46.0,"Middle cerebral artery syndrome"
subcategory,G46.1,"Anterior cerebral artery syndrome"
subcategory,G46.2,"Posterior cerebral artery syndrome"
subcategory,G46.3,"Brain stem stroke syndrome"
subcategory,G46.4,"Cerebellar stroke syndrome"
subcategory,G46.5,"Pure motor lacunar syndrome"
subcategory,G46.6,"Pure sensory lacunar syndrome"
subcategory,G46.7,"Other lacunar syndromes"
subcategory,G46.8,"Other vascular syndromes of brain in cerebrovascular diseases"
subcategory,G47.0,"Disorders of initiating and maintaining sleep [insomnias]"
subcategory,G47.1,"Disorders of excessive somnolence [hypersomnias]"
subcategory,G47.2,"Disorders of the sleep-wake schedule"
subcategory,G47.3,"Sleep apnoea"
subcategory,G47.4,"Narcolepsy and cataplexy"
subcategory,G47.8,"Other sleep disorders"
subcategory,G47.9,"Sleep disorder, unspecified"
subcategory,G50.0,"Trigeminal neuralgia"
subcategory,G50.1,"Atypical facial pain"
subcategory,G50.8,"Other disorders of trigeminal nerve"
subcategory,G50.9,"Disorder of trigeminal nerve, unspecified"
subcategory,G51.0,"Bell palsy"
subcategory,G51.1,"Geniculate ganglionitis"
subcategory,G51.2,"Melkersson syndrome"
subcategory,G51.3,"Clonic hemifacial spasm"
subcategory,G51.4,"Facial myokymia"
subcategory,G51.8,"Other disorders of facial nerve"
subcategory,G51.9,"Disorder of facial nerve, unspecified"
subcategory,G52.0,"Disorders of olfactory nerve"
subcategory,G52.1,"Disorders of glossopharyngeal nerve"
subcategory,G52.2,"Disorders of vagus nerve"
subcategory,G52.3,"Disorders of hypoglossal nerve"
subcategory,G52.7,"Disorders of multiple cranial nerves"
subcategory,G52.8,"Disorders of other specified cranial nerves"
subcategory,G52.9,"Cranial nerve disorder, unspecified"
subcategory,G53.0,"Postzoster neuralgia"
subcategory,G53.1,"Multiple cranial nerve palsies in infectious and parasitic diseases classified elsewhere"
subcategory,G53.2,"Multiple cranial nerve palsies in sarcoidosis"
subcategory,G53.3,"Multiple cranial nerve palsies in neoplastic disease"
subcategory,G53.8,"Other cranial nerve disorders in other diseases classified elsewhere"
subcategory,G54.0,"Brachial plexus disorders"
subcategory,G54.1,"Lumbosacral plexus disorders"
subcategory,G54.2,"Cervical root disorders, not elsewhere classified"
subcategory,G54.3,"Thoracic root disorders, not elsewhere classified"
subcategory,G54.4,"Lumbosacral root disorders, not elsewhere classified"
subcategory,G54.5,"Neuralgic amyotrophy"
subcategory,G54.6,"Phantom limb syndrome with pain"
subcategory,G54.7,"Phantom limb syndrome without pain"
subcategory,G54.8,"Other nerve root and plexus disorders"
subcategory,G54.9,"Nerve root and plexus disorder, unspecified"
subcategory,G55.0,"Nerve root and plexus compressions in neoplastic disease"
subcategory,G55.1,"Nerve root and plexus compressions in intervertebral disc disorders"
subcategory,G55.2,"Nerve root and plexus compressions in spondylosis"
subcategory,G55.3,"Nerve root and plexus compressions in other dorsopathies"
subcategory,G55.8,"Nerve root and plexus compressions in other diseases classified elsewhere"
subcategory,G56.0,"Carpal tunnel syndrome"
subcategory,G56.1,"Other lesions of median nerve"
subcategory,G56.2,"Lesion of ulnar nerve"
subcategory,G56.3,"Lesion of radial nerve"
subcategory,G56.8,"Other mononeuropathies of upper limb"
subcategory,G56.9,"Mononeuropathy of upper limb, unspecified"
subcategory,G57.0,"Lesion of sciatic nerve"
subcategory,G57.1,"Meralgia paraesthetica"
subcategory,G57.2,"Lesion of femoral nerve"
subcategory,G57.3,"Lesion of lateral popliteal nerve"
subcategory,G57.4,"Lesion of medial popliteal nerve"
subcategory,G57.5,"Tarsal tunnel syndrome"
subcategory,G57.6,"Lesion of plantar nerve"
subcategory,G57.8,"Other mononeuropathies of lower limb"
subcategory,G57.9,"Mononeuropathy of lower limb, unspecified"
subcategory,G58.0,"Intercostal neuropathy"
subcategory,G58.7,"Mononeuritis multiplex"
subcategory,G58.8,"Other specified mononeuropathies"
subcategory,G58.9,"Mononeuropathy, unspecified"
subcategory,G59.0,"Diabetic mononeuropathy"
subcategory,G59.8,"Other mononeuropathies in diseases classified elsewhere"
subcategory,G60.0,"Hereditary motor and sensory neuropathy"
subcategory,G60.1,"Refsum disease"
subcategory,G60.2,"Neuropathy in association with hereditary ataxia"
subcategory,G60.3,"Idiopathic progressive neuropathy"
subcategory,G60.8,"Other hereditary and idiopathic neuropathies"
subcategory,G60.9,"Hereditary and idiopathic neuropathy, unspecified"
subcategory,G61.0,"Guillain-Barré syndrome"
subcategory,G61.1,"Serum neuropathy"
subcategory,G61.8,"Other inflammatory polyneuropathies"
subcategory,G61.9,"Inflammatory polyneuropathy, unspecified"
subcategory,G62.0,"Drug-induced polyneuropathy"
subcategory,G62.1,"Alcoholic polyneuropathy"
subcategory,G62.2,"Polyneuropathy due to other toxic agents"
subcategory,G62.8,"Other specified polyneuropathies"
subcategory,G62.9,"Polyneuropathy, unspecified"
subcategory,G63.0,"Polyneuropathy in infectious and parasitic diseases classified elsewhere"
subcategory,G63.1,"Polyneuropathy in neoplastic disease"
subcategory,G63.2,"Diabetic polyneuropathy"
subcategory,G63.3,"Polyneuropathy in other endocrine and metabolic diseases"
subcategory,G63.4,"Polyneuropathy in nutritional deficiency"
subcategory,G63.5,"Polyneuropathy in systemic connective tissue disorders"
subcategory,G63.6,"Polyneuropathy in other musculoskeletal disorders"
subcategory,G63.8,"Polyneuropathy in other diseases classified elsewhere"
category,G64,"Other disorders of peripheral nervous system"
subcategory,G70.0,"Myasthenia gravis"
subcategory,G70.1,"Toxic myoneural disorders"
subcategory,G70.2,"Congenital and developmental myasthenia"
subcategory,G70.8,"Other specified myoneural disorders"
subcategory,G70.9,"Myoneural disorder, unspecified"
subcategory,G71.0,"Muscular dystrophy"
subcategory,G71.1,"Myotonic disorders"
subcategory,G71.2,"Congenital myopathies"
subcategory,G71.3,"Mitochondrial myopathy, not elsewhere classified"
subcategory,G71.8,"Other primary disorders of muscles"
subcategory,G71.9,"Primary disorder of muscle, unspecified"
subcategory,G72.0,"Drug-induced myopathy"
subcategory,G72.1,"Alcoholic myopathy"
subcategory,G72.2,"Myopathy due to other toxic agents"
subcategory,G72.3,"Periodic paralysis"
subcategory,G72.4,"Inflammatory myopathy, not elsewhere classified"
subcategory,G72.8,"Other specified myopathies"
subcategory,G72.9,"Myopathy, unspecified"
subcategory,G73.0,"Myasthenic syndromes in endocrine diseases"
subcategory,G73.1,"Lambert-Eaton syndrome"
subcategory,G73.2,"Other myasthenic syndromes in neoplastic disease"
subcategory,G73.3,"Myasthenic syndromes in other diseases classified elsewhere"
subcategory,G73.4,"Myopathy in infectious and parasitic diseases classified elsewhere"
subcategory,G73.5,"Myopathy in endocrine diseases"
subcategory,G73.6,"Myopathy in metabolic diseases"
subcategory,G73.7,"Myopathy in other diseases classified elsewhere"
subcategory,G80.0,"Spastic quadriplegic cerebral palsy"
subcategory,G80.1,"Spastic diplegic cerebral palsy"
subcategory,G80.2,"Spastic hemiplegic cerebral palsy"
subcategory,G80.3,"Dyskinetic cerebral palsy"
subcategory,G80.4,"Ataxic cerebral palsy"
subcategory,G80.8,"Other cerebral palsy"
subcategory,G80.9,"Cerebral palsy, unspecified"
subcategory,G81.0,"Flaccid hemiplegia"
subcategory,G81.1,"Spastic hemiplegia"
subcategory,G81.9,"Hemiplegia, unspecified"
subcategory,G82.0,"Flaccid paraplegia"
subcategory,G82.1,"Spastic paraplegia"
subcategory,G82.2,"Paraplegia, unspecified"
subcategory,G82.3,"Flaccid tetraplegia"
subcategory,G82.4,"Spastic tetraplegia"
subcategory,G82.5,"Tetraplegia, unspecified"
subcategory,G83.0,"Diplegia of upper limbs"
subcategory,G83.1,"Monoplegia of lower limb"
subcategory,G83.2,"Monoplegia of upper limb"
subcategory,G83.3,"Monoplegia, unspecified"
subcategory,G83.4,"Cauda equina syndrome"
subcategory,G83.5,"Locked-in syndrome"
subcategory,G83.6,"Upper motor neuron facial paralysis"
subcategory,G83.8,"Other specified paralytic syndromes"
subcategory,G83.9,"Paralytic syndrome, unspecified"
subcategory,G90.0,"Idiopathic peripheral autonomic neuropathy"
subcategory,G90.1,"Familial dysautonomia [Riley-Day]"
subcategory,G90.2,"Horner syndrome"
subcategory,G90.4,"Autonomic dysreflexia"
subcategory,G90.5,"Complex regional pain syndrome type I"
subcategory,G90.6,"Complex regional pain syndrome type II"
subcategory,G90.7,"Complex regional pain syndrome, other and unspecified type"
subcategory,G90.8,"Other disorders of autonomic nervous system"
subcategory,G90.9,"Disorder of autonomic nervous system, unspecified"
subcategory,G91.0,"Communicating hydrocephalus"
subcategory,G91.1,"Obstructive hydrocephalus"
subcategory,G91.2,"Normal-pressure hydrocephalus"
subcategory,G91.3,"Post-traumatic hydrocephalus, unspecified"
subcategory,G91.8,"Other hydrocephalus"
subcategory,G91.9,"Hydrocephalus, unspecified"
category,G92,"Toxic encephalopathy"
subcategory,G93.0,"Cerebral cysts"
subcategory,G93.1,"Anoxic brain damage, not elsewhere classified"
subcategory,G93.2,"Benign intracranial hypertension"
subcategory,G93.3,"Postviral fatigue syndrome"
subcategory,G93.4,"Encephalopathy, unspecified"
subcategory,G93.5,"Compression of brain"
subcategory,G93.6,"Cerebral oedema"
subcategory,G93.7,"Reye syndrome"
subcategory,G93.8,"Other specified disorders of brain"
subcategory,G93.9,"Disorder of brain, unspecified"
subcategory,G94.0,"Hydrocephalus in infectious and parasitic diseases classified elsewhere"
subcategory,G94.1,"Hydrocephalus in neoplastic disease"
subcategory,G94.2,"Hydrocephalus in other diseases classified elsewhere"
subcategory,G94.3,"Encephalopathy in diseases classified elsewhere"
subcategory,G94.8,"Other specified disorders of brain in diseases classified elsewhere"
subcategory,G95.0,"Syringomyelia and syringobulbia"
subcategory,G95.1,"Vascular myelopathies"
subcategory,G95.2,"Cord compression, unspecified"
subcategory,G95.8,"Other specified diseases of spinal cord"
subcategory,G95.9,"Disease of spinal cord, unspecified"
subcategory,G96.0,"Cerebrospinal fluid leak"
subcategory,G96.1,"Disorders of meninges, not elsewhere classified"
subcategory,G96.8,"Other specified disorders of central nervous system"
subcategory,G96.9,"Disorder of central nervous system, unspecified"
subcategory,G97.0,"Cerebrospinal fluid leak from spinal puncture"
subcategory,G97.1,"Other reaction to spinal and lumbar puncture"
subcategory,G97.2,"Intracranial hypotension following ventricular shunting"
subcategory,G97.8,"Other postprocedural disorders of nervous system"
subcategory,G97.9,"Postprocedural disorder of nervous system, unspecified"
category,G98,"Other disorders of nervous system, not elsewhere classified"
subcategory,G99.0,"Autonomic neuropathy in endocrine and metabolic diseases"
subcategory,G99.1,"Other disorders of autonomic nervous system in other diseases classified elsewhere"
subcategory,G99.2,"Myelopathy in diseases classified elsewhere"
subcategory,G99.8,"Other specified disorders of nervous system in diseases classified elsewhere"
subcategory,F00.0,"Dementia in Alzheimer disease with early onset"
subcategory,F00.1,"Dementia in Alzheimer disease with late onset"
subcategory,F00.2,"Dementia in Alzheimer disease, atypical or mixed type"
subcategory,F00.9,"Dementia in Alzheimer disease, unspecified"
subcategory,F01.0,"Vascular dementia of acute onset"
subcategory,F01.1,"Multi-infarct dementia"
subcategory,F01.2,"Subcortical vascular dementia"
subcategory,F01.3,"Mixed cortical and subcortical vascular dementia"
subcategory,F01.8,"Other vascular dementia"
subcategory,F01.9,"Vascular dementia, unspecified"
subcategory,F02.0,"Dementia in Pick disease"
subcategory,F02.1,"Dementia in Creutzfeldt-Jakob disease"
subcategory,F02.2,"Dementia in Huntington disease"
subcategory,F02.3,"Dementia in Parkinson disease"
subcategory,F02.4,"Dementia in human immunodeficiency virus [HIV] disease"
subcategory,F02.8,"Dementia in other specified diseases classified elsewhere"
category,F03,"Unspecified dementia"
category,F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances"
subcategory,F05.0,"Delirium not superimposed on dementia, so described"
subcategory,F05.1,"Delirium superimposed on dementia"
subcategory,F05.8,"Other delirium"
subcategory,F05.9,"Delirium, unspecified"
subcategory,F06.0,"Organic hallucinosis"
subcategory,F06.1,"Organic catatonic disorder"
subcategory,F06.2,"Organic delusional [schizophrenia-like] disorder"
subcategory,F06.3,"Organic mood [affective] disorders"
subcategory,F06.4,"Organic anxiety disorder"
subcategory,F06.5,"Organic dissociative disorder"
subcategory,F06.6,"Organic emotionally labile [asthenic] disorder"
subcategory,F06.7,"Mild cognitive disorder"
subcategory,F06.8,"Other specified mental disorders due to brain damage and dysfunction and to physical disease"
subcategory,F06.9,"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"
subcategory,F07.0,"Organic personality disorder"
subcategory,F07.1,"Postencephalitic syndrome"
subcategory,F07.2,"Postconcussional syndrome"
subcategory,F07.8,"Other organic personality and behavioural disorders due to brain disease, damage and dysfunction"
subcategory,F07.9,"Unspecified organic personality and behavioural disorder due to brain disease, damage and dysfunction"
category,F09,"Unspecified organic or symptomatic mental disorder"
modifiedcategory,F10,"Mental and behavioural disorders due to use of alcohol : dependence syndrome"
modifiedcategory,F11,"Mental and behavioural disorders due to use of opioids withdrawal state"
modifiedcategory,F12,"Mental and behavioural disorders due to use of cannabinoids : acute intoxication"
modifiedcategory,F13,"Mental and behavioural disorders due to use of sedatives or hypnotics : acute intoxication"
