icd10code,symptoms
I00,"fever, sore throat, muscle aches, swollen lymph nodes, sudden onset fatigue"
I01.0,"sore throat, fever, swollen lymph nodes, headache, scarlet fever rash"
I01.1,"chest pain, high fever, swollen lymph nodes, rapid heart rate, fatigue"
I01.2,"fever, sore throat, swelled lymph nodes, rash, rapid heart rate"
I01.8,"fever, chills, heart palpitations, chest pain, shortness of breath"
I01.9,"fever, sore throat, swollen lymph nodes, fatigue, rapid heartbeat"
I02.0,"neck stiffness, severe headache, high fever, nausea or vomiting, mental confusion or altered consciousness"
I02.9,"fever, severe headache, neck stiffness, sensitivity to light, altered mental status"
I05.0,"shortness of breath, chest pain, fatigue, irregular heartbeat, chronic cough"
I05.1,"chest pain, heart palpitations, shortness of breath, fatigue, swollen feet or ankles"
I05.2,"shortness of breath, swelling in legs and feet, fatigued, irregular heartbeat, chest pain"
I05.8,"chest discomfort, fatigue, shortness of breath, swollen feet or ankles, irregular heartbeat"
I05.9,"chest pain, fatigue, shortness of breath, swelling in legs, feet and abdomen, irregular heartbeat"
I06.0,"fatigue, breathlessness, swelling in legs and abdomen, irregular heartbeat, chest pain"
I06.1,"chest discomfort, shortness of breath, fatigue, irregular pulse, swollen feet or ankles"
I06.2,"chest discomfort, shortness of breath, fatigue, rapid or irregular heartbeats, swelling in legs, ankles and feet"
I06.8,"chest discomfort, shortness of breath, rapid heartbeat, fainting or near fainting, unusual tiredness"
I06.9,"chest discomfort, rapid heartbeat, shortness of breath, fatigue, fainting"
I07.0,"fatigue, shortness of breath, reduced ability to exercise, irregular heartbeat, swollen ankles or feet"
I07.1,"chest discomfort, fatigue, lightheadedness, shortness of breath, swelling in the legs or abdomen"
I07.2,"shortness of breath, fatigue, swollen ankles or feet, rapid heartbeat, chest discomfort"
I07.8,"chest discomfort, shortness of breath, fatigue, rapid or irregular heartbeat, lightheadedness"
I07.9,"shortness of breath, fatigue, swelling in legs, ankles and feet, rapid and irregular heartbeat, fainting or near fainting"
I08.0,"shortness of breath, swollen legs or feet, chest pain, irregular heartbeat, fatigue"
I08.1,"shortness of breath, chest discomfort, feeling faint or lightheaded, heart palpitations, swelling in the legs or abdomen"
I08.2,"shortness of breath, fatigue, rapid or irregular heartbeat, chest discomfort, lightheadedness"
I08.3,"shortness of breath, fatigue, swelling in legs or abdomen, arrhythmia, light-headedness"
I08.8,"shortness of breath, fatigue, irregular heartbeats, swollen feet or ankles, chest discomfort"
I08.9,"chest pain, breathlessness, swelling in the legs, fatigue, irregular heartbeat"
I09.0,"chest pain, shortness of breath, fatigue, rapid or irregular heartbeats, fluid retention/swelling in legs"
I09.1,"cough, shortness of breath, fatigue, chest discomfort, swelling in legs and abdomen"
I09.2,"chest discomfort, shortness of breath, fatigue, irregular heartbeat, swelling in legs and ankles"
I09.8,"chest pain, shortness of breath, irregular heartbeat, fatigue, swelling in legs and feet"
I09.9,"chest pain, shortness of breath, fatigue, rapid heartbeat, swelling in feet and legs"
I10,"headache, dizziness, shortness of breath, fatigue, chest pain"
I11.0,"shortness of breath, swelling in legs, rapid weight gain, persistent cough, fatigue"
I11.9,"shortness of breath, fatigue, swollen legs or ankles, irregular heartbeat, chest pain"
I12.0,"hypertension, proteinuria, swelling in ankles and feet, shortness of breath, fatigue"
I12.9,"high blood pressure, swelling in legs and ankles, fatigue, shortness of breath, blood in urine"
I13.0,"shortness of breath, persistent cough, fluid retention, fatigue, swelling in legs and ankles"
I13.1,"chest pain, difficulty breathing, leg swelling, fatigue, irregular heartbeat"
I13.2,"high blood pressure, swollen ankles or feet, frequent urination during night, fatigue, shortness of breath"
I13.9,"chest pain, shortness of breath, dizziness, fatigue, swelling of feet or ankles"
I15.0,"headache, blurred vision, chest pain, shortness of breath, nosebleeds"
I15.1,"high blood pressure, headaches, fatigue, blurred vision, irregular heartbeat"
I15.2,"high blood pressure, headache, vision problems, shortness of breath, chest pain"
I15.8,"headache, blurred vision, shortness of breath, chest pain, nosebleeds"
I15.9,"high blood pressure, headaches, chest pain, difficulty breathing, blurred vision"
I20.0,"chest pain, discomfort in upper body, shortness of breath, nausea or vomiting, excessive sweating"
I20.1,"chest pain, shortness of breath, fatigue, lightheadedness, pain in arms or shoulders"
I20.8,"chest discomfort, difficulty breathing, excessive sweating, fatigue, pain radiating to the arm or jaw"
I20.9,"chest pain, discomfort or pressure in the chest, pain radiating to arms/jaw/back, shortness of breath, feeling of impending doom"
I21.0,"chest pain, breathlessness, fatigue, pain radiating to the arms or jaw, cold sweat"
I21.1,"chest pain, shortness of breath, fatigue, nausea, feeling faint or lightheaded"
I21.2,"chest pain, shortness of breath, fatigue, dizziness, excessive sweating"
I21.3,"chest pain, shortness of breath, sweating, nausea, lightheadedness"
I21.4,"chest pain, shortness of breath, nausea, pain in arms or shoulders, extreme fatigue"
I21.9,"chest pain, shortness of breath, nausea, dizziness, sweating excessively"
I22.0,"chest pain, shortness of breath, lightheadedness, nausea, excessive sweating"
I22.1,"chest pain, shortness of breath, excessive sweating, nausea, discomfort in upper body parts"
I22.8,"chest pain, shortness of breath, fatigue, rapid or irregular heartbeat, excessive sweating"
I22.9,"chest pain, difficulty breathing, light-headedness, feelings of anxiety, discomfort or pain in the left arm"
I23.0,"chest pain, shortness of breath, excessive sweating, feeling of impending doom, decreased urine output"
I23.1,"chest pain, shortness of breath, excessive sweating, elevated heart rate, feeling weak or fatigued"
I23.2,"chest pain, shortness of breath, fatigue, dizziness, coughing up blood"
I23.3,"chest pain, discomfort in left arm or shoulder, shortness of breath, weakness or unsteadiness, sweating excessively"
I23.4,"chest pain, shortness of breath, fatigue, irregular heartbeat, feeling lightheaded or faint"
I23.5,"chest pain, irregular heartbeats, shortness of breath, fatigue, lightheadedness"
I23.6,"chest pain, shortness of breath, fatigue, rapid or irregular heartbeat, swelling in legs, ankles, and feet"
I23.8,"chest pain, shortness of breath, fatigue, excessive sweating, irregular heartbeat"
I24.0,"chest pain, shortness of breath, fatigue, rapid heartbeat, lightheadedness"
I24.1,"chest pain, shortness of breath, fatigue, radiating pain to the left arm or jaw, sweating"
I24.8,"chest pain, shortness of breath, fatigue, unexplained weight loss, palpitations"
I24.9,"chest pain, shortness of breath, fatigue, irregular pulse, lightheadedness"
I25.0,"chest pain, shortness of breath, fatigue, swelling in legs and feet, irregular heartbeat"
I25.1,"chest pain, shortness of breath, fatigue, irregular heartbeat, weakness or lightheadedness"
I25.2,"chest pain, shortness of breath, fatigue, swelling in the legs, irregular heartbeat"
I25.3,"chest pain, shortness of breath, fatigue, irregular heartbeat, swelling in the legs or feet"
I25.4,"chest pain, shortness of breath, fatigue, irregular heartbeats, dizziness"
I25.5,"chest pain, shortness of breath, fatigue, pain in neck or jaw, dizziness"
I25.6,"chest pain, shortness of breath, fatigue, swelling in legs and feet, irregular heartbeat"
I25.8,"chest pain, shortness of breath, fatigue, swelling in ankles or legs, irregular heartbeat"
I25.9,"chest pain, shortness of breath, fatigue, swollen feet or ankles, irregular heartbeat"
I26.0,"chest pain, shortness of breath, rapid heart rate, lightheadedness, coughing up blood"
I26.9,"shortness of breath, chest pain, coughing up blood, rapid heart rate, lightheadedness"
I27.0,"shortness of breath, chest pain, fatigue, lightheadedness, swelling in ankles and feet"
I27.1,"shortness of breath, chest pain, fainting, fatigue, ankle swelling"
I27.2,"shortness of breath, chest pain, fatigue, dizziness, irregular heartbeats"
I27.8,"chest pain, shortness of breath, fatigued, fainting, leg swelling or edema"
I27.9,"shortness of breath, chest discomfort, fatigue, irregular heartbeat, swelling in ankles or legs"
I28.0,"chest pain, coughing up blood, difficulty breathing, fatigue, heart palpitations"
I28.1,"chest pain, shortness of breath, coughing up blood, fatigue, rapid heart rate"
I28.8,"shortness of breath, coughing up blood, chest pain, fatigue, unexplained weight loss"
I28.9,"shortness of breath, chest pain, fatigue, abnormal heart rhythms, coughing up blood"
I30.0,"chest pain, rapid heartbeat, shortness of breath, lightheadedness, swelling in legs and feet"
I30.1,"chest pain, heart palpitations, fever, sharp/stabbing pain in the chest, trouble breathing"
I30.8,"chest pain, rapid heartbeat, shortness of breath, fatigue, swelling in legs and feet"
I30.9,"chest pain, difficulty breathing, fatigue, rapid or irregular heartbeat, swollen ankles or feet"
I31.0,"chest discomfort, irregular heartbeat, lightheadedness, shortness of breath, fatigue"
I31.1,"chest pain, shortness of breath, swelling in legs and feet, fatigue, rapid weight gain due to fluid retention"
I31.2,"chest discomfort, heart palpitations, shortness of breath, fatigue, swelling in legs or abdomen"
I31.3,"chest discomfort, difficulty breathing, irregular heartbeat, fainting, fatigue"
I31.8,"chest pain, shortness of breath, fatigue, rapid or irregular heartbeat, swelling in legs and ankles"
I31.9,"chest pain, shortness of breath, fatigue, swollen legs and feet, irregular heartbeat"
I32.0,"chest discomfort, shortness of breath, fever, cough, abdominal pain"
I32.1,"chest pain, shortness of breath, cough, fever, rapid heart rate"
I32.8,"chest pain, shortness of breath, cough with pus-filled sputum, fever, night sweats"
I33.0,"shortness of breath, chest pain, fatigue, rapid or irregular heartbeat, lightheadedness"
I33.9,"chest pain, palpitations, shortness of breath, fatigue, fever"
I34.0,"chest discomfort, palpitations, shortness of breath, fatigue, lightheadedness"
I34.1,"chest discomfort, abnormal heart sounds, shortness of breath, fatigue, lightheadedness"
I34.2,"shortness of breath, heart palpitations, chest discomfort, fatigue, lightheadedness"
I34.8,"shortness of breath, chest pain, heart palpitations, lightheadedness, fatigue"
I34.9,"chest pain, difficulty breathing, irregular heartbeat, fainting, fatigue"
I35.0,"chest pain, shortness of breath, dizziness, fatigue, heart palpitations"
I35.1,"chest discomfort or pain, shortness of breath, fatigue, rapid or irregular heartbeat, swelling in the ankles or feet"
I35.2,"chest discomfort, lightheadedness, fatigue, rapid or irregular heartbeat, breathlessness"
I35.8,"chest discomfort, irregular heartbeat, breathing difficulty, fatigue, fainting"
I35.9,"chest pain, shortness of breath, fatigue, rapid or irregular heartbeat, fainting"
I36.0,"chest discomfort, shortness of breath, fainting, heart palpitations, fatigue"
I36.1,"chest pain, shortness of breath, fatigue, irregular heartbeats, fainting or near fainting"
I36.2,"chest discomfort, shortness of breath, fatigue, swelling in legs, lightheadedness or fainting"
I36.8,"chest pain, shortness of breath, heart palpitations, fatigue, swelling in hands and feet"
I36.9,"chest pain, shortness of breath, fatigue, lightheadedness, rapid or irregular heartbeat"
I37.0,"chest pain, shortness of breath, fatigue, fainting, palpitations"
I37.1,"chest pain, shortness of breath, fainting, weakness or fatigue, heart palpitations"
I37.2,"chest pain, shortness of breath, palpitations, fainting, fatigue"
I37.8,"chest discomfort, shortness of breath, lightheadedness, fatigue, rapid or irregular heartbeat"
I37.9,"chest discomfort, breathlessness, dizziness, fainting, heart palpitations"
I38,"chest discomfort, shortness of breath, heart palpitations, unexplained fatigue, fainting or near fainting"
I39.0,"chest discomfort, shortage of breath, fainting, fatigue, irregular heart beats"
I39.1,"chest pain, fever, shortness of breath, unexplained weight loss, heart murmur"
I39.2,"chest pain, fever, shortness of breath, fatigue, rapid heart rate"
I39.3,"chest discomfort, shortness of breath, fatigue, irregular heartbeats, fainting or near fainting"
I39.4,"chest pain, shortness of breath, swollen legs or feet, fatigue, irregular heartbeat"
I39.8,"chest pain, shortness of breath, difficulty swallowing, lightheadedness, fatigue"
I40.0,"chest pain, fatigue, irregular heartbeat, difficulty breathing, swelling in legs and feet"
